# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "5" "--countReadPairs" "-t" "exon" "-g" "Parent" "-a" "strongyloides_stercoralis.PRJEB528.WBPS19.annotations.gff3" "-o" "counts.txt" "ERR146941" "ERR146942" "ERR146943" "ERR146944" "ERR146945" "ERR146946" "ERR146947" "ERR146948" "ERR146949" "ERR146950" "ERR146951" "ERR146952" "ERR146953" "ERR146954" "ERR146955" "ERR146956" "ERR146957" "ERR146958" "ERR146959" "ERR146960" "ERR146961" 
Geneid	Chr	Start	End	Strand	Length	ERR146941	ERR146942	ERR146943	ERR146944	ERR146945	ERR146946	ERR146947	ERR146948	ERR146949	ERR146950	ERR146951	ERR146952	ERR146953	ERR146954	ERR146955	ERR146956	ERR146957	ERR146958	ERR146959	ERR146960	ERR146961
SSTP_0000085000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	347393;347877;348443;348617	347831;348401;348560;349133	-;-;-;-	1599	22	23	21	1	4	10	86	7	8	612	639	788	879	933	1145	251	328	325	8	9	14
SSTP_0000085100.1	SSTP_scaffold0000001;SSTP_scaffold0000001	351096;351526	351466;352564	+;+	1410	103	143	140	64	48	49	9694	60	25	34067	31225	42788	24958	47749	86237	15974	19754	17968	78	68	106
SSTP_0000085200.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	352668;353542;353884	353486;353829;353886	-;-;-	1110	3519	3530	3396	1855	1754	1711	359	406	512	826	1081	1143	1430	1312	1277	1373	1000	1140	2901	2858	3053
SSTP_0000085300.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	355102;355315;358239	355263;358192;358798	+;+;+	3600	15969	14933	15215	5962	5664	5866	1955	1573	1792	6096	6406	7026	8131	7466	7551	8533	7146	9382	13070	13563	14892
SSTP_0000085400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	359012;359489;359684	359436;359639;359746	-;-;-	639	3573	2546	2777	1441	1395	1385	205	415	477	480	746	741	1506	1253	1305	1258	1095	1268	2450	2325	2289
SSTP_0000085500.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	360446;360978;362547	360923;362501;363757	+;+;+	3213	10694	9469	10584	5121	4669	4639	1153	1429	1706	3659	5062	5273	6308	5125	6093	2911	2416	2935	6967	7130	7725
SSTP_0000085600.1	SSTP_scaffold0000001;SSTP_scaffold0000001	363981;365192	365144;365416	-;-	1389	16	16	9	91	87	96	172	230	230	220	269	354	190	192	219	49	51	36	7	6	3
SSTP_0000085700.1	SSTP_scaffold0000001	366735	367790	-	1056	12	21	27	8	9	11	11	26	12	21	9	20	47	29	12	69	27	58	17	23	27
SSTP_0000085800.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	368445;368584;368752;368967	368471;368706;368927;369054	-;-;-;-	414	92624	90435	87607	3742	4042	4358	14234	1318	3459	157177	167062	167398	61301	48667	45833	91073	88846	112142	1759	2844	4433
SSTP_0000085900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	370121;371719	371671;371802	+;+	1635	114	280	423	162	145	179	167	175	210	280	151	162	700	213	177	463	239	452	28	26	50
SSTP_0000086000.1	SSTP_scaffold0000001;SSTP_scaffold0000001	373916;374214	374170;375254	+;+	1296	1360	1562	1343	3801	3673	3644	2899	1555	2125	2934	2833	3295	1772	1950	2078	1212	1093	1340	1051	998	1169
SSTP_0000086100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	375418;375958;376198;376370	375902;376095;376318;376468	-;-;-;-	843	171	273	234	1021	718	884	983	1006	1473	602	702	789	836	826	867	481	477	524	329	334	298
SSTP_0000086200.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	377753;379448;380816	379404;380761;381002	-;-;-	3153	289	377	321	5165	4591	4559	1561	1385	1835	1243	1088	1124	712	920	804	911	609	858	312	347	409
SSTP_0000086300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	383279;384257	384208;384463	-;-	1137	147	197	228	115	94	112	461	85	62	807	933	1102	1408	1105	1522	249	325	277	124	159	167
SSTP_0000086400.1	SSTP_scaffold0000001;SSTP_scaffold0000001	384572;385512	385464;385611	-;-	993	936	1219	1111	465	398	444	195	215	208	474	488	544	564	407	417	470	303	366	571	551	631
SSTP_0000086500.1	SSTP_scaffold0000001;SSTP_scaffold0000001	386175;386398	386347;387046	+;+	822	5291	5349	5187	1983	1815	1878	613	1276	1083	1490	1607	1766	2800	2325	2100	1910	1485	1903	3949	3730	4056
SSTP_0000086600.1	SSTP_scaffold0000001;SSTP_scaffold0000001	387500;389276	389233;389476	+;+	1935	61048	59042	55263	43590	41521	43288	21653	7364	7187	70169	78194	88354	56004	43094	47436	44705	46740	51592	54849	54910	60910
SSTP_0000086700.1	SSTP_scaffold0000001;SSTP_scaffold0000001	392217;392370	392308;392583	+;+	306	298	334	288	6492	5426	5426	1720	2763	2518	957	982	1117	832	864	888	465	393	407	249	257	238
SSTP_0000086800.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	393056;393971;394586	393888;394530;394947	-;-;-	1755	6	7	10	28	23	18	64	37	59	107	101	107	184	129	137	72	40	33	6	9	8
SSTP_0000086900.1	SSTP_scaffold0000001	396086	396907	+	822	46	31	35	637	589	607	1137	63	51	2670	4363	5113	8349	6416	6397	2624	2609	3587	71	58	57
SSTP_0000087000.1	SSTP_scaffold0000001	397161	397994	-	834	624	458	521	335	297	324	55	83	112	78	156	113	138	127	145	171	119	152	642	603	600
SSTP_0000087100.1	SSTP_scaffold0000001;SSTP_scaffold0000001	399625;401541	401497;401809	-;-	2142	8	11	13	2385	1611	2094	91	69	59	10	11	7	7	7	7	12	3	8	63	60	42
SSTP_0000087200.1	SSTP_scaffold0000001;SSTP_scaffold0000001	402798;404699	404658;405078	-;-	2241	13397	13312	12503	864	813	891	3205	147	215	1015	1239	1524	2152	1887	2132	3546	1502	2223	4127	4120	4363
SSTP_0000087300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	405938;407842	407795;408071	-;-	2088	13470	13600	11958	103	103	101	121	18	18	90	95	134	79	34	63	1357	207	371	614	870	691
SSTP_0000087400.1	SSTP_scaffold0000001;SSTP_scaffold0000001	410609;410909	410851;411598	+;+	933	8517	7109	7178	4125	3715	3996	1493	1275	1617	2472	3363	3658	4938	3944	3972	2783	2381	2777	5058	4944	5103
SSTP_0000087500.1	SSTP_scaffold0000001	413722	414630	-	909	38397	20331	18022	68	51	49	4248	97	98	29454	124250	126481	98727	63805	15086	73204	67786	135049	74	67	46
SSTP_0000087600.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	415780;415978;416759	415924;416705;417082	+;+;+	1197	76	99	46	144	116	104	566	124	184	303	103	256	55	328	183	133	238	87	11	9	11
SSTP_0000087700.1	SSTP_scaffold0000001;SSTP_scaffold0000001	417435;417636	417586;417804	-;-	321	14	9	13	439	369	362	365	346	456	132	96	143	124	123	138	41	33	37	21	26	26
SSTP_0000087800.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	418478;418763;419099;419348	418720;419038;419272;419368	-;-;-;-	714	393	635	651	1517	1252	1422	1408	1396	1377	815	564	587	491	440	460	618	507	567	462	460	515
SSTP_0000087900.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	426099;426381;426768;427031	426330;426709;426984;427809	+;+;+;+	1557	6711	10601	10533	18230	16918	14776	9722	10768	11084	46802	29449	23763	12267	12209	9593	9512	7874	10141	4056	3752	3977
SSTP_0000088000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	428393;429001;429482	428964;429437;429543	-;-;-	1071	5587	5568	5615	370	295	365	152	118	117	759	845	779	1455	852	1089	581	585	705	6449	6418	6667
SSTP_0000088100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	430075;430112;430432;430940;431160	430077;430382;430898;431114;431302	-;-;-;-;-	1059	1544	1657	1604	572	449	494	230	90	122	745	657	780	1150	1046	1365	789	602	782	1337	1322	1343
SSTP_0000088300.1	SSTP_scaffold0000001	436408	436692	+	285	4871	4577	4010	3122	2988	3061	2471	2198	2161	3284	3585	4357	3853	2869	2755	2868	2976	3379	2956	2969	2906
SSTP_0000088400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	437385;437449;437571	437406;437519;437954	+;+;+	477	6497	5755	5774	8681	7880	8478	4965	4516	5046	4543	5167	5979	5574	5195	5307	3848	3472	3916	3556	3437	3730
SSTP_0000088500.1	SSTP_scaffold0000001;SSTP_scaffold0000001	440281;440387	440328;440854	+;+	516	354	262	285	1852	1672	1983	3093	2852	2796	324	160	260	141	199	145	223	264	206	152	141	154
SSTP_0000088600.1	SSTP_scaffold0000001;SSTP_scaffold0000001	441744;441835	441785;443898	+;+	2106	24689	20686	21400	45528	40640	43821	5860	12046	10014	12590	15358	15424	31105	26084	25587	12278	11849	12828	17034	16815	18435
SSTP_0000088700.1	SSTP_scaffold0000001	443925	444329	-	405	110	103	129	269	337	299	76	112	134	93	111	111	167	134	131	83	72	83	109	121	112
SSTP_0000088800.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	444371;444498;444973	444445;444934;445048	-;-;-	588	186	253	226	613	550	553	121	180	242	195	193	204	347	267	265	186	137	208	218	226	251
SSTP_0000088900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	445354;445530	445481;445638	+;+	237	4626	4014	3806	1780	1600	1481	474	682	683	2006	2595	2878	3702	2870	2817	2570	2612	2872	2809	2775	2898
SSTP_0000089000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	448572;449488;449994	449425;449945;450274	+;+;+	1593	51	47	58	234	244	231	116	200	220	103	87	107	187	81	75	92	88	96	115	77	83
SSTP_0000089100.1	SSTP_scaffold0000001;SSTP_scaffold0000001	450434;450631	450589;450768	-;-	294	45803	36200	37025	26	24	22	3710	8	19	65102	88411	72549	31265	23040	23669	35046	35149	42731	228	338	194
SSTP_0000089200.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	451751;451818;452360	451770;452314;452508	+;+;+	666	1290	1179	1113	717	729	717	332	320	338	917	877	783	743	553	654	603	609	713	1446	1327	1330
SSTP_0000089300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	452556;452754	452714;452852	-;-	258	1	3	2	105	62	106	0	2	1	0	1	1	3	1	0	3	1	3	2928	2980	2765
SSTP_0000089400.1	SSTP_scaffold0000001;SSTP_scaffold0000001	453113;453307	453268;453444	-;-	294	7	9	4	27	15	27	6	1	6	3	6	8	6	5	9	5	8	6	3972	3823	3046
SSTP_0000089500.1	SSTP_scaffold0000001	453832	456429	+	2598	1043	1088	1125	1172	1111	1090	593	428	700	723	713	855	806	689	718	399	363	485	345	316	312
SSTP_0000089600.1	SSTP_scaffold0000001;SSTP_scaffold0000001	457145;457388	457341;457607	+;+	417	5168	4791	4487	3496	3137	3027	4694	2963	3910	3400	3792	4040	4887	3474	3187	3057	2864	3460	2511	2613	2616
SSTP_0000089700.1	SSTP_scaffold0000001	457894	458643	+	750	2217	2165	1849	652	549	566	703	460	618	1791	2445	2693	2583	1631	1786	1555	1636	1703	748	740	733
SSTP_0000089800.1	SSTP_scaffold0000001	458749	459126	-	378	1870	1428	1356	802	645	672	104	119	140	214	367	408	856	670	647	618	580	745	1087	1084	978
SSTP_0000089900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	459762;460541	460500;460617	-;-	816	2965	3256	3221	1399	1388	1437	402	593	629	749	1049	1119	1503	1298	1338	1183	957	1236	1794	2134	2358
SSTP_0000090000.1	SSTP_scaffold0000001;SSTP_scaffold0000001	460857;461007	460963;462276	+;+	1377	2531	2086	2076	1699	1610	1626	295	503	631	849	1026	1175	1531	1399	1395	1182	1123	1147	3185	3104	3286
SSTP_0000090100.1	SSTP_scaffold0000001	462420	463400	+	981	1727	2479	1833	1761	1785	1858	369	864	1101	912	1219	1339	3403	2890	2656	2551	2232	2921	1249	1385	1422
SSTP_0000090200.1	SSTP_scaffold0000001	463640	468565	-	4926	5872	6209	5829	6796	6207	6401	1520	2297	2431	3100	3402	3504	10330	8637	7238	6888	5380	5979	4713	4892	5478
SSTP_0000090300.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	469598;469765;469843	469640;469786;471232	+;+;+	1455	3085	2932	2891	3126	2833	3023	3023	2509	3381	3772	2723	3986	1779	1466	1664	1383	1645	1537	4316	3954	3902
SSTP_0000090400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	471465;471762;473042;473347;473520	471712;472826;473140;473473;473744	-;-;-;-;-	1764	411	525	391	867	726	914	1128	864	1019	494	533	644	272	270	278	495	413	601	353	300	242
SSTP_0000090500.1	SSTP_scaffold0000001	479592	481715	-	2124	2994	3318	3040	7169	6511	6848	4970	3420	4382	9963	9794	11870	8093	10876	9657	5525	6148	5848	1674	1939	2198
SSTP_0000090600.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	488420;489302;489895;490081;490999	488655;489838;490025;490663;491083	-;-;-;-;-	1572	37	45	39	780	745	769	406	453	457	442	415	431	218	222	238	59	70	71	31	57	58
SSTP_0000090700.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	495065;495354;499119;499722	495292;496283;499635;499942	-;-;-;-	1896	6578	7080	7258	2952	2648	2839	2956	2325	2179	4371	3826	4398	4325	4119	4737	3409	2843	3544	7855	8007	7876
SSTP_0000090800.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	505190;505370;505915	505315;505867;506370	+;+;+	1080	2733	2424	2515	2712	2363	2466	742	1090	1250	914	1183	1309	1556	1436	1363	923	841	882	1714	1598	1488
SSTP_0000090900.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	506872;507325;507501	506879;507445;510968	+;+;+	3597	5915	5835	5969	8245	7582	7590	5883	5065	5289	9358	8964	9646	9152	8938	9090	3951	4196	4129	2660	2564	2904
SSTP_0000091000.1	SSTP_scaffold0000001;SSTP_scaffold0000001	511134;512377	512332;512494	-;-	1317	3430	3132	3170	2872	2635	2793	1422	983	1247	1125	1284	1224	1471	1294	1291	1204	1093	1274	3180	3034	3132
SSTP_0000091100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	513305;513583;514397	513520;514354;514530	-;-;-	1122	73	210	256	98	78	98	483	322	196	556	343	324	82	181	86	185	185	187	32	28	36
SSTP_0000091200.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	515849;516123;517733;517930	516059;517182;517886;518979	+;+;+;+	2475	9338	8525	9018	5611	5185	5250	5464	3774	3276	4976	6937	7764	10178	8045	7195	3914	3627	4646	6013	5938	6434
SSTP_0000091300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	519384;520726	520679;520863	-;-	1434	24001	25141	24959	3348	3146	3371	1497	899	967	4275	5920	6779	9250	7536	8923	6471	5144	7176	12112	12546	13535
SSTP_0000091400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	521654;522087;523533;523774	522037;523253;523543;523801	-;-;-;-	1590	18702	17031	16930	19700	17049	18889	8439	10130	10543	13855	16289	16425	16408	16293	15129	11927	11134	12956	13165	13248	14370
SSTP_0000091500.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	524039;526343;526516	526286;526435;526529	-;-;-	2355	9505	10089	9901	4532	4315	4313	1958	2521	2578	3573	4363	4148	5266	4188	5371	5364	3697	5139	11138	11858	11937
SSTP_0000091600.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	527763;528022;528323	527967;528274;528389	+;+;+	525	1929	2036	1928	3557	3206	3410	1981	2472	2501	2867	2932	3406	2679	2465	2816	1668	1537	1958	1563	1594	1528
SSTP_0000091700.1	SSTP_scaffold0000001;SSTP_scaffold0000001	528692;529260	529212;529608	-;-	870	95	108	89	280	235	256	9155	239	222	18901	10683	15453	6333	14849	31770	5028	3200	4400	64	61	77
SSTP_0000091800.1	SSTP_scaffold0000001	530114	531133	-	1020	2	5	4	11	8	12	8	6	9	16	12	15	13	10	9	7	4	10	2	1	1
SSTP_0000091900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	532998;533078	533027;533779	+;+	732	583	683	465	395	327	353	408	67	83	419	496	440	647	406	337	507	589	516	46	57	60
SSTP_0000092000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	533978;535269;535446;536427;536571	535227;535403;536375;536531;537063	-;-;-;-;-	2913	13271	13633	13567	14418	13026	13557	6020	5629	5720	11503	11970	12835	14865	12598	12983	8787	7059	8450	11270	11167	12256
SSTP_0000092100.1	SSTP_scaffold0000001;SSTP_scaffold0000001	539750;540193	540140;540344	+;+	543	2125	1981	2148	208	211	212	90	50	37	342	354	332	588	368	436	1003	749	946	2384	2425	2370
SSTP_0000092200.1	SSTP_scaffold0000001;SSTP_scaffold0000001	540518;541098	541060;541127	-;-	573	18	25	23	6	4	7	1	0	3	21	27	38	31	20	23	29	20	32	19	14	18
SSTP_0000092300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	541750;543416	543343;543474	-;-	1653	9675	12068	10275	3373	3001	3247	5516	11587	9087	22125	16248	16629	17821	18478	15292	10814	11173	11078	6560	6718	7493
SSTP_0000092400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	545460;545893;547302	545849;547255;547309	-;-;-	1761	4414	3691	4086	3109	2884	2947	1289	1394	1772	1605	2012	2208	2521	2171	2541	1517	1328	1512	3484	3457	3524
SSTP_0000092500.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	548516;549482;549890	549421;549825;549938	-;-;-	1299	2631	3866	3839	1728	1694	1632	4644	4843	5331	4270	3251	3845	2304	2716	2778	1378	2103	1240	788	858	825
SSTP_0000092600.1	SSTP_scaffold0000001	550621	551046	-	426	982	944	923	327	351	309	163	209	241	240	227	267	306	262	296	319	268	334	975	902	965
SSTP_0000092700.1	SSTP_scaffold0000001;SSTP_scaffold0000001	551418;553052	553004;553195	-;-	1731	11244	10734	10853	2425	2354	2311	467	606	764	1152	1698	1756	2575	2325	2330	3139	2362	3063	7584	7370	8238
SSTP_0000092800.1	SSTP_scaffold0000001	554077	554715	+	639	46	51	37	44	25	24	20	9	9	31	51	34	75	43	57	485	120	211	47	55	90
SSTP_0000092900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	556078;556235	556180;556464	+;+	333	20	21	29	37	23	30	6483	68	32	2982	2797	4036	2985	4898	7916	1539	1491	1764	9	5	4
SSTP_0000093000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	556718;557092;557189;557619	556965;557143;557559;558099	-;-;-;-	1152	1880	1932	1849	738	732	711	296	250	262	426	502	586	550	627	529	593	598	723	1915	1942	2277
SSTP_0000093100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	558539;558780;559696;559901	558632;559036;559831;560367	+;+;+;+	954	3074	2856	2687	8225	8551	9542	6720	12256	7479	1670	1703	1709	1869	1752	1437	1441	1414	1575	3991	4185	4341
SSTP_0000093200.1	SSTP_scaffold0000001	560643	561662	-	1020	5975	5800	5771	1998	1942	1991	735	802	942	894	1318	1484	1808	1166	1162	1421	1104	1615	3096	3166	3157
SSTP_0000093300.1	SSTP_scaffold0000001	563687	566098	+	2412	372	319	397	246	222	208	57	70	38	142	232	203	500	293	256	63	54	67	550	554	594
SSTP_0000093400.1	SSTP_scaffold0000001;SSTP_scaffold0000001	569261;569988	569364;572418	+;+	2535	47	65	60	519	467	430	147	120	147	174	164	217	87	115	116	161	133	127	155	131	147
SSTP_0000093500.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	574190;574372;577262	574320;576540;577316	-;-;-	2355	17953	18016	17681	15129	14477	14325	16321	18101	17967	17780	14389	14863	15285	14380	16182	8950	8694	9411	15713	15771	16580
SSTP_0000093600.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	593605;593771;593944;595061;595671;595976	593722;593895;594913;595123;595884;596225	+;+;+;+;+;+	1740	4948	4471	4345	4921	3976	4207	2841	1627	2242	3719	3902	4455	4141	4283	4271	2723	2655	2639	2475	2335	2523
SSTP_0000093700.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	596685;598633;598840;599100	598589;598785;599036;599289	-;-;-;-	2445	4668	3842	4227	3031	2748	2956	976	975	1404	1608	2126	2424	2744	2166	2390	1512	1297	1680	3707	3574	3774
SSTP_0000093800.1	SSTP_scaffold0000001	599646	600530	-	885	14	10	25	3	14	13	7	15	20	3	3	4	24	7	4	93	50	98	16	32	33
SSTP_0000093900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	600812;601393	601343;601463	-;-	603	5193	5834	5143	3965	3705	3821	4605	6369	6181	2463	2597	2543	3561	2775	2694	2064	1831	2174	3861	3820	3693
SSTP_0000094000.1	SSTP_scaffold0000001	601886	602845	+	960	7819	7640	7326	3959	3684	3923	1250	1131	1512	3376	3945	4335	3656	3348	3555	2780	2720	3241	6776	6748	7161
SSTP_0000094100.1	SSTP_scaffold0000001;SSTP_scaffold0000001	603064;603342	603301;603760	+;+	657	2007	1843	1742	746	688	700	717	366	486	2173	3538	4273	5846	4153	4930	2415	2104	3099	1686	1588	1695
SSTP_0000094200.1	SSTP_scaffold0000001;SSTP_scaffold0000001	605986;606281	606243;606538	-;-	516	15	11	187	1	3	5	3	1	1	1	0	3	3	0	0	1793	817	1603	6	13	8
SSTP_0000094300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	608613;608695	608660;608952	-;-	306	10	18	20	46	59	70	37	32	52	14	18	17	27	22	10	185	80	151	11	15	10
SSTP_0000094400.1	SSTP_scaffold0000001;SSTP_scaffold0000001	610501;610790	610755;611047	-;-	513	5	3	46	10	7	9	15	8	23	6	3	6	6	4	8	183	67	177	4	2	9
SSTP_0000094500.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	612742;615343;616465;616618	615300;616420;616567;616699	-;-;-;-	3822	17034	14616	15936	6590	6060	6098	2375	2134	2313	4618	5889	6082	8141	6938	7078	4920	4368	5037	13565	13328	14472
SSTP_0000094600.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	617125;617428;618048;618175	617380;618002;618132;619769	+;+;+;+	2511	9695	10224	10588	434	418	348	452	249	309	2106	2544	2522	2755	2154	2862	2378	1706	2272	6262	6418	6973
SSTP_0000094700.1	SSTP_scaffold0000001	619958	620335	+	378	689	818	709	78	75	83	22	17	19	141	192	205	201	153	195	171	168	211	275	311	281
SSTP_0000094800.1	SSTP_scaffold0000001;SSTP_scaffold0000001	620680;623273	623231;623855	-;-	3135	4522	4391	4530	2861	2603	2538	1055	1044	1498	1295	1478	1365	1847	1530	1709	2060	1400	1940	5956	6229	6526
SSTP_0000094900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	624409;624571	624526;625427	+;+	975	1729	1518	1583	1106	1054	1047	516	654	1047	747	777	774	714	630	698	745	639	814	1752	1833	1757
SSTP_0000095000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	625598;625644;625684	625600;625657;625870	+;+;+	204	107	96	100	197	169	226	1389	3582	2762	130	143	128	169	125	142	115	108	115	109	105	105
SSTP_0000095100.1	SSTP_scaffold0000001	625891	628116	-	2226	625	672	716	1211	1008	1169	3011	3456	4936	299	281	250	303	282	257	649	446	595	705	789	864
SSTP_0000095200.1	SSTP_scaffold0000001;SSTP_scaffold0000001	628448;629003	628959;629540	+;+	1050	43	79	106	119	65	77	97	69	71	24	36	10	12	13	18	174	101	182	54	56	79
SSTP_0000095300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	631553;635327	635278;635446	-;-	3846	1826	1808	1780	9393	8886	9414	8525	6380	6838	8655	7767	8925	3935	5408	5364	2486	2836	2414	2743	2444	2598
SSTP_0000095400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	639692;639869;640614	639785;640559;640887	+;+;+	1059	841	771	738	798	705	744	574	544	757	466	416	530	341	373	425	514	417	526	474	459	498
SSTP_0000095500.1	SSTP_scaffold0000001;SSTP_scaffold0000001	640999;641202	641154;641348	-;-	303	2	2	5	36	40	30	17	12	36	18	9	14	7	6	9	40	15	32	7	3	5
SSTP_0000095600.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	641600;641661;642338;642636	641617;641974;642569;642890	-;-;-;-	819	1051	1072	978	9341	8521	9157	5256	2928	3199	5241	5091	5798	3139	3358	3624	2224	2249	2517	1519	1549	1790
SSTP_0000095700.1	SSTP_scaffold0000001;SSTP_scaffold0000001	646188;646832	646783;646835	-;-	600	4526	4710	4574	1051	979	1004	902	684	778	1290	1400	1480	1485	1167	1403	1103	903	1171	3598	3401	3749
SSTP_0000095800.1	SSTP_scaffold0000001	647153	647590	-	438	1241	1048	1067	956	791	888	366	475	523	847	887	1014	1346	1095	1141	855	807	1004	1112	1119	1054
SSTP_0000095900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	648017;649142	649087;649285	-;-	1215	8052	7725	7713	5455	4754	4998	3177	3094	2735	3187	3853	4335	5327	4663	4953	3425	2959	3640	5592	5712	6062
SSTP_0000096000.1	SSTP_scaffold0000001;SSTP_scaffold0000001	650861;651074	651023;652191	+;+	1281	10168	8327	8722	2673	2554	2633	966	834	837	2533	3559	4054	5540	4681	5040	4574	4218	5143	5273	5302	5517
